Unnamed: 0,Title,Year,Run Time,Rating,Votes,MetaScore,Gross,Genre,Certification,Director,Stars,Description,Storyline,Plot Keywords
3682,Frozen River,2008,97,7.1,26188,82,2510000,"['Crime', ' Drama']",R,['Courtney Hunt'],"['Melissa Leo', 'Misty Upham', 'Charlie McDermott', ""Michael O'Keefe""]","['A', 'mom', 'looks', 'for', 'another', 'source', 'of', 'income,', 'when', 'her', 'husband', 'leaves', 'with', 'the', 'money', 'meant', 'for', 'the', 'new', 'mobile', 'home.', 'A', 'nearby', 'Indian', 'territory', 'stretches', 'across', 'the', 'border', 'to', 'Canada', 'with', 'a', 'drivable', 'frozen', 'river', 'between.', 'Smuggling?']",,"mohawk, smuggling, trailer, smuggler, single mother, f rated, title directed by female, illegal border crossing, native american reservation, strip club, native american, u.s. canadian border, missing husband, visual impairment, blowtorch, cartoon on tv, 15 year old boy, female director, female filmmaker, money, river, border, car, immigrant, illegal immigrant, frozen river, christmas, quebec, present, canada, gambler, border crossing, triple f rated, needing money, black ice, criminality, stopped by police, malnutrition, stolen car, saving money, tribal law, tribal council, police officer, baby boy, sitting in a tree, five year old, scam, chinese, credit card, credit card fraud"
3683,Ill Manors,2012,121,7.1,11133,,,"['Crime', ' Drama', ' Music']",Not Rated,['Plan B'],"['Riz Ahmed', 'Sliem Ben-Salah', 'Ed Skrein', 'Lee Allen']","['The', 'lives', 'of', 'four', 'drug', 'dealers,', 'one', 'user,', 'and', 'two', 'prostitutes', 'are', 'explored.']",,"director writer, man hits a woman, drug dealer, shot in the chest, alley, stabbed to death, blood, dead body, shooting, shot, gunshot, handgun, gun, bar, split screen, changing a diaper, diaper change, diaper, baby stroller, shaved head, abandoned baby, baby, hit on the head with a brick, hit with a brick, woman beater, oral sex, crying woman, talking to oneself in a mirror, argument, shouting, threesome, drinking urine, cigarette smoking, urine, male tied up, tied up, undershirt, montage, gang, punched in the face, kicked in the face, telephone, cell phone, crying boy, public nudity, male rear nudity, male nudity, man forced to strip, forced to strip, phone footage"
3684,Priest,1994,98,7.1,10834,,4180000,"['Drama', ' Romance']",R,['Antonia Bird'],"['Linus Roache', 'Tom Wilkinson', 'Robert Carlyle', 'Cathy Tyson']","['A', 'homosexual', 'Catholic', 'priest', 'finds', 'out', 'during', 'confessional', 'that', 'a', 'young', 'girl', 'is', 'being', 'sexually', 'abused', 'by', 'her', 'father,', 'and', 'has', 'to', 'decide', 'how', 'to', 'deal', 'with', 'both', 'that', 'secret', 'and', 'his', 'own.']",,"vampire, priest, church, warrior, vampire hunter, mountain, dystopia, totalitarian, based on comic book, 18 year old girl, city, night, male warrior, 18 year old, tattooed face, giant statue, nighttime, chicken, bladed weapon, cross tattoo, statue, human versus monster, reservation, male sheriff, handheld weapon, scorching sun, long haired woman, vampire familiar, firearm, doll, vampire hive, projectile weapon, woman with long hair, lawman, lantern, pocket watch, town, familiar, hatchet, oil lamp, character name as title, vehicle, psychotronic film, cigarette, character repeats someone else's dialogue, vampire horror, falling through the floor, sheriff, hive, outpost"
3685,Koi... Mil Gaya,2003,171,7.1,26443,,680000,"['Action', ' Drama', ' Romance']",Not Rated,['Rakesh Roshan'],"['Rekha', 'Hrithik Roshan', 'Preity G Zinta', 'Rajat Bedi']","['A', 'developmentally', 'disabled', 'young', 'man', 'tries', 'to', 'continue', 'the', 'work', 'his', 'father', 'did', 'in', 'communicating', 'with', 'extra-terrestrials', 'from', 'outer', 'space,', 'which', 'leads', 'to', 'something', 'miraculous', 'and', 'wonderful.']",,"non comic book superhero, outer space, alien, spaceship, local blockbuster, man child, ellipsis in title, punctuation in title, three word title, computer, muscle growth, motorcycle, real life father and son playing father and son, developmentally disabled person, extraterrestrial, unidentified flying object, superhuman strength, scooter, rescue mission, religion, public humiliation, product placement, prayer, police officer, physical abuse, muscleman, misunderstanding, love, hill station, friendship, eyeglasses, dance contest, cruelty, computer class, chakra, catholic school, bhagavad gita, basketball, basketball team, antigravity, single mother, transformation, adult as child"
3686,Climates,2006,98,7.1,13834,72,120000,"['Drama', ' Romance']",Unrated,['Nuri Bilge Ceylan'],"['Ebru Ceylan', 'Nuri Bilge Ceylan', 'Nazan Kesal', 'Mehmet Eryilmaz']","['Dowdy', 'university', 'instructor', 'Isa', 'is', 'an', 'inattentive', 'husband', 'to', 'his', 'younger,', 'TV-business', 'wife', 'Bahar.', 'Self-absorbed,', 'Isa', 'only', 'communicates', 'in', 'the', 'most', 'rudimentary', 'way,', 'while', 'she,', 'similarly,', 'detaches', 'into', 'crying', 'jags', 'and', 'juvenile', 'behavior.']",,"turkey the country, end of love, 2000s, ancient ruins, temple ruins, very little dialogue, two on a motorcycle, motorcycle crash, covering driver's eyes, mistaking dream for reality, slide photograph, stalked by ex lover, female topless nudity, nightmare, unhappy marriage, ex lover ex lover sex, cheating girlfriend, rekindle old flame, unhappy wife, cheating husband, sex scene, husband wife quarrel, real life husband and wife playing husband and wife, vacation, university professor, summer, nut, written and directed by cast member, istanbul turkey, older man younger woman relationship, unfaithful boyfriend, winter, snow, seasons, sauna, rough sex, heavy rain, breakup, boyfriend girlfriend relationship, adultery, female nudity"
3687,A Hijacking,2012,103,7.1,17231,82,410000,"['Drama', ' Thriller']",R,['Tobias Lindholm'],"['Pilou Asbæk', 'Søren Malling', 'Dar Salim', 'Roland Møller']","['The', 'crew', 'of', 'a', 'Danish', 'cargo', 'ship', 'is', 'hijacked', 'by', 'Somali', 'pirates', 'who', 'proceed', 'to', 'engage', 'in', 'escalating', 'negotiations', 'with', 'authorities', 'in', 'Copenhagen.']",,"shot in the head, hijacking, shipowner, telephone call, timeframe 2010s, ship cabin, ships cook, ship engineer, ship's galley, man wears underwear, family separation, language barrier, wedding ring, spokesman, fax machine, unsanitary conditions, running out of rations, killing a goat, chapter headings, sick man, bare chested male, death threat, gun held to head, gunshot, race against time, parachute drop, family reunion, ptsd post traumatic stress disorder, somali pirate, pirate, cargo ship, ransom, ceo, negotiation, shipping company, hostage, indian ocean, ransom demand, telephone, somali piracy, piracy, fishing, modern day piracy, bargaining, negotiator, hostage negotiation, ak 47, kalashnikov, 2010s, denmark"
3688,Double Trouble,1984,99,7.1,11026,,,"['Action', ' Comedy']",TV-PG,['Enzo Barboni'],"['Terence Hill', 'Bud Spencer', 'April Clough', 'Harold Bergman']","['A', 'jazz', 'musician', 'and', 'a', 'stunt', 'man', 'are', 'the', 'spitting', 'image', 'of', 'two', 'millionaire', 'brothers.', 'They', 'take', 'the', 'job', 'to', 'replace', 'them', 'in', 'Rio', 'de', 'Janeiro', 'when', 'someone', 'plans', 'to', 'assassinate', 'them.']",,"sitcom comedy, twins, sitcom, new york city, rhyme in title, twin actresses for twin sisters, twin sister, tv show, short lived, dancing, des moines iowa, iowa"
3689,"He Loves Me, He Loves Me Not",2002,92,7.1,19376,63,1010000,"['Romance', ' Thriller']",PG-13,['Laetitia Colombani'],"['Audrey Tautou', 'Samuel Le Bihan', 'Isabelle Carré', 'Sophie Guillemin']","['A', 'young', 'woman', 'who', 'is', 'in', 'love', 'with', 'a', 'married', 'doctor', 'becomes', 'dangerous', 'when', 'her', 'attempts', 'to', 'persuade', 'him', 'to', 'leave', 'his', 'wife', 'are', 'unsuccessful.', 'However,', 'when', 'things', 'are', 'seen', 'from', 'his', 'point', 'of', 'view,', 'the', 'real', 'situation', 'becomes', 'clear.']",,Plot keywords not found on the movie page
3690,Timbuktu,2014,96,7.1,18036,92,1080000,"['Drama', ' War']",PG-13,['Abderrahmane Sissako'],"['Ibrahim Ahmed', 'Abel Jafri', 'Toulou Kiki', 'Layla Walet Mohamed']","['A', 'cattle', 'herder', 'and', 'his', 'family', 'who', 'reside', 'in', 'the', 'dunes', 'of', 'Timbuktu', 'find', 'their', 'quiet', 'lives', '--', 'which', 'are', 'typically', 'free', 'of', 'the', 'Jihadists', 'determined', 'to', 'control', 'their', 'faith', '--', 'abruptly', 'disturbed.']",,"desert, islamic fundamentalism, tuareg, mali, reference to timbuktu, desert town, reference to the sahara desert, timbuktu, imam, religious fanatic, music banned, sharia law, oppression, motorcycle, religious extremist, police, islam, cow, isis, africa, timeframe 2010s, hot weather, place name in title, herder, soccer, pastoral, abuse of power, forced marriage, cell phone out of range, language barrier, religious society, religious prejudice, religious violence, religious insanity, religious abuse, religious hypocrisy, religious horror, religious leader, religious zealot, forbidden singing, forbidden sexuality, islamic terrorism, forbidden romance, accidental death, accidental shooting, accidental killing, soccer match, cattle herd, cattle drive, restriction"
3691,We Are the Best!,2013,102,7.1,11099,87,180000,"['Drama', ' Music']",Not Rated,['Lukas Moodysson'],"['Mira Barkhammar', 'Mira Grosin', 'Liv LeMoyne', 'Johan Liljemark']","['Three', 'girls', 'in', '1980s', 'Stockholm', 'decide', 'to', 'form', 'a', 'punk', 'band', '--', 'despite', 'not', 'having', 'any', 'instruments', 'and', 'being', 'told', 'by', 'everyone', 'that', 'punk', 'is', 'dead.']",,Plot keywords not found on the movie page
3692,Crime Busters,1977,98,7.1,12350,,,"['Action', ' Comedy', ' Adventure']",PG,['Enzo Barboni'],"['Terence Hill', 'Bud Spencer', 'David Huddleston', 'Luciano Catenacci']","['An', 'attempted', 'robbery', 'turns', 'to', 'be', 'an', 'unexpected', 'recruitment', 'when', 'two', 'unemployed', 'men', 'mistakenly', 'break', 'into', 'a', 'police', 'office', 'instead', 'of', 'a', 'store.']",,"buddy comedy, demolishing a car, police cadet, port, unemployment, punched in the face, car damage, wrecking a car, hit on the head, fist, beaten up, harbor, ice cream, seeking a job, bikini, bending over, sexy woman, cleavage, anesthetic gas, hitting a car with a hammer, running away, reference to a toilet, forklift, motorcycle police officer, male motorcycle police officer, male police officer, police officer, impersonation, rookie, downblouse, uniformed police officer, police, shooting range, training exercise, police training, police academy, straitjacket, duo, pair, florida, fistfight, motorcycle with a sidecar, motorcycle, hit in the face, brawl"
3693,Little Nicholas,2009,91,7.1,13837,,,"['Comedy', ' Family']",Not Rated,['Laurent Tirard'],"['Maxime Godart', 'Vincent Claude', 'Charles Vaillant', 'Victor Carles']","['Nicholas', 'has', 'every', 'reason', 'to', 'keep', 'things', 'in', 'life', 'unchanged;', 'however,', 'when', 'he', 'accidentally', 'overhears', 'mum', 'and', 'dad', 'talking', 'about', 'a', 'new', 'baby', 'brother,', 'his', 'world', 'will', 'turn', 'upside', 'down.', 'Will', 'they', 'abandon', 'him', 'to', 'make', 'room', 'for', 'the', 'little', 'stranger?']",,"france, school, dinner, baby, title same as book, three word title, family relationships, mansion, swimming pool, physical examination, underwear, children, teacher student relationship, strict teacher, social stereotype, rolls royce, paris france, movie reference, gender stereotype, female stereotype, based on children's book, 1960s, sleeping in class, schoolteacher, gangster, driving lesson, dream sequence, classroom, chocolate, child driving car, cat, based on comic, character name in title"
3694,The Butcher Boy,1997,110,7.1,11316,,1820000,"['Comedy', ' Drama']",R,['Neil Jordan'],"['Stephen Rea', 'Fiona Shaw', 'Eamonn Owens', 'Alan Boyle']","['The', 'antisocial', 'son', 'of', 'an', 'alcoholic', 'father', 'and', 'a', 'bipolar', 'mother', 'grows', 'up', 'in', '1960s', 'Ireland.']",,"altar boy, sexual abuse, boy, vision, childhood, satire, fantasy world, pig slaughter, goldfish, hallucination, prayer, church, voice over narration, fountain, reform school, irish, catholic priest, catholic church, pedophile priest, psychosis, child molestation, bullying, antihero, abusive marriage, nuclear threat, murder, 1960s, asylum, killer child, dysfunctional family, paranoia, alcoholic, warner bros., satire comedy, dark comedy, reference to the virgin mary, psychiatrist, jealousy, running away from home, motherless child, apparition, cult film, social satire, violence, dead pig, electric shock, electroshock therapy, child's point of view, masturbation, lipstick"
3695,Metallica Through the Never,2013,93,7.1,18025,61,3420000,['Music'],R,['Nimród Antal'],"['Dane DeHaan', 'James Hetfield', 'Lars Ulrich', 'Kirk Hammett']","['Trip,', 'a', 'young', 'roadie', 'for', 'Metallica,', 'is', 'sent', 'on', 'an', 'urgent', 'mission', 'during', 'the', ""band's"", 'show.', 'But', 'what', 'seems', 'like', 'a', 'simple', 'assignment', 'turns', 'into', 'a', 'surreal', 'adventure.']",,"concert film, standing on the roof of a car, headbanger, macguffin, all male cast, concert music, roadie, metallica, song in title, group name in title, band name in title, 3d, parking lot, skateboarder, skateboard, rock song, reference to metallica, duffel bag, van, riot police, gas mask, war hammer, rooftop, metal band, lasso, burning car, car crash, rock concert, rock band, heavy metal music, hooded figure, reference to boris karloff, reference to motorhead, written by director, heavy metal, vancouver british columbia canada, 3 dimensional"
3696,Klown,2010,93,7.1,11464,62,70000,['Comedy'],R,['Mikkel Nørgaard'],"['Frank Hvam', 'Casper Christensen', 'Marcuz Jess Petersen', 'Mia Lyhne']","['In', 'order', 'to', 'prove', 'his', 'fatherhood', 'potential', 'to', 'his', 'pregnant', 'girlfriend,', 'Frank', ""'kidnaps'"", 'her', '12-year-old', 'nephew', 'and', 'tags', 'along', 'on', 'his', 'best', 'friend', ""Casper's"", 'debauched', 'weekend', 'canoe', 'trip.']",,"irresponsibility, denmark, compromising photograph, photograph, naked outdoors, male rear nudity, rear nudity, one word title, male nudity, camping, masturbation, nudity, based on tv show, river, finger in someone's anus, cheating on girlfriend, small penis, boy, celebrities playing themselves, gay sex, sex comedy, bare chested male, white briefs, briefs, male underwear, tighty whities, man wears tighty whities, male full frontal nudity, female rear nudity, female full frontal nudity, graphic nudity, cum on face, male masturbation, cum, ejaculation, ejaculation onto someone's face, sperm on face, sperm, semen, man and woman naked in bed, humorous sex scene, comedic sex scene, inappropriate adult, sex in bed, sex scene, cameo, penis in mouth, woman on top, cowgirl sex position, female topless nudity"
3697,Woman of the Year,1942,114,7.1,10750,74,,"['Comedy', ' Drama', ' Romance']",Passed,['George Stevens'],"['Spencer Tracy', 'Katharine Hepburn', 'Fay Bainter', 'Reginald Owen']","['Rival', 'reporters', 'Sam', 'and', 'Tess', 'fall', 'in', 'love', 'and', 'get', 'married,', 'only', 'to', 'find', 'their', 'relationship', 'strained', 'when', 'Sam', 'comes', 'to', 'resent', ""Tess'"", 'hectic', 'lifestyle.']",,"screwball comedy, father in law son in law relationship, aunt niece relationship, love, dysfunctional marriage, argument, chauvinism, feminism, sexism, polyglot, new york city, reporter, father daughter relationship, husband wife relationship, opposites attract, battle of the sexes, sportswriter, baseball game, boy, bedroom, apartment, orphanage, newspaper, journalist, urban setting, 1940s, war refugee, orphan, wedding, wedding night, male secretary, marriage, kitchen, adoption, baseball, f rated, working woman, ex boxer, radio interview, reference to the duke of wellington, cocktail party, american football, breakfast in bed, teletype, cigarette smoking, bar, newspaper headline, chicago illinois, tears, typewriter"
3698,Looking for Eric,2009,116,7.1,17669,66,60000,"['Comedy', ' Drama', ' Fantasy']",Not Rated,['Ken Loach'],"['Steve Evets', 'Eric Cantona', 'Stephanie Bishop', 'Gerard Kearns']","['Eric,', 'a', 'football', 'fanatic', 'postman', 'whose', 'life', 'is', 'descending', 'into', 'crisis,', 'receives', 'some', 'life', 'coaching', 'from', 'the', 'famously', 'philosophical', 'Eric', 'Cantona.']",,"hoarding, mail hoarding, trust, social alienation, alienation, class struggle, famous people, celebrity, death of a lover, dance floor, sex, male nudity, covered penis, pubic hair, male pubic hair, concealed male nudity, prologue, dangerous driving, postman, poster, manchester england, gun, gangster, life coach, bulletproof vest, blood, watching tv, watching porn, hit on the head with a gun, hit with a gun, hidden gun, reference to gordon ramsay, rottweiler, dog, reference to jack nicholson, suicide contemplation, bus, marijuana, drugs, pub, party, bicycle, underwear, baseball bat, mask, jumping, running, jogging, hugging, trumpet"
3699,With a Friend Like Harry...,2000,117,7.1,11791,75,3820000,"['Comedy', ' Drama', ' Mystery']",R,['Dominik Moll'],"['Laurent Lucas', 'Sergi López', 'Mathilde Seigner', 'Sophie Guillemin']","['Harry', 'knew', 'Michel', 'in', 'high', 'school;', 'they', 'meet', 'again', 'by', 'accident,', 'Harry', 'inserts', 'himself', 'in', ""Michel's"", 'life...', 'and', 'things', 'take', 'a', 'sinister', 'turn.']",,vacation
3700,Hannah Arendt,2012,113,7.1,11823,69,710000,"['Biography', ' Drama']",Not Rated,['Margarethe von Trotta'],"['Barbara Sukowa', 'Axel Milberg', 'Janet McTeer', 'Julia Jentsch']","['A', 'look', 'at', 'the', 'life', 'of', 'philosopher', 'and', 'political', 'theorist', 'Hannah', 'Arendt,', 'who', 'reported', 'for', ""'The"", 'New', ""Yorker'"", 'on', 'the', 'trial', 'of', 'the', 'Nazi', 'leader', 'Adolf', 'Eichmann', 'in', 'Jerusalem.']",,"triple f rated, writer, book, 1960s, banality of evil, adolf eichmann trial, heidegger, the new yorker, reference to rosa luxemburg, nazi, trial, philosopher, nazi war criminal, evil, jewish, strong female character, strong female lead, university, based on true story, title directed by female, feminist film, writing, year 1961, reference to goethe's faust, quoting goethe's faust, reference to aristotle, reference to war and peace the novel, reference to tolstoy's war and peace, reference to war and peace, reference to leo tolstoy, reference to tolstoy, reference to adolf eichmann, hannah arendt character, co written by director, character name as title, tv news, reference to richard nixon, reference to john f. kennedy, jerusalem, courtroom, new yorker magazine, college lecture, reference to adolf hitler, female director, female filmmaker, kiss, f rated, public backlash, professor, philosophy"
3701,Election,2005,101,7.1,11107,73,,"['Crime', ' Drama', ' Thriller']",Unrated,['Johnnie To'],"['Louis Koo', 'Suet Lam', 'Tony Ka Fai Leung', 'Eddie Cheung']","['Rival', 'gang', 'leaders', 'are', 'locked', 'in', 'a', 'struggle', 'to', 'become', 'the', 'new', 'chairman', 'of', 'Hong', ""Kong's"", 'Triad', 'society.']",,"high school, overachiever, sex scene, election campaign, student council president, student government, teenage girl, election, school, political satire, female protagonist, self destructiveness, voice over narration, husband wife relationship, manhattan new york city, marital infidelity, freeze frame, fellatio, satire, high school election, teacher student relationship, brother sister relationship, new york city, multiple narrators, adultery, jealousy, infidelity, based on novel, asparagus, female antagonist, teacher as protagonist, lincoln memorial, washington mall, bad guy wins, porn movie, women's soccer, fantasy sequence, all girls school, political poster, retribution, thumb's up sign, national news, sex in a hot tub, time jump, congressional aide, reference to georgetown university, rear entry sex, man in a shower, man urinates in public, bare chested male"
3702,36th Precinct,2004,111,7.1,17954,,,"['Action', ' Crime', ' Drama']",Not Rated,['Olivier Marchal'],"['Daniel Auteuil', 'Gérard Depardieu', 'André Dussollier', 'Valeria Golino']","['2', 'cops', 'are', 'promised', 'by', 'the', 'retiring', 'chief', 'of', 'the', 'Paris', 'police', 'that', 'the', 'one,', 'getting', 'the', 'violent', 'gang', 'robbing', 'armored', 'trucks,', 'will', 'get', 'his', 'job.', 'The', '2', 'will', 'do', 'whatever', 'it', 'takes', 'to', 'get', 'the', 'promotion,', 'even', 'if', 'it', 'means', 'breaking', 'the', 'law.']",,"gang violence, violence, murder of a policeman, police officer killed, nudity, investigation, rivalry, police, gang, careerism, police officer in prison, paris france, man in drag, jumping through a window, male nudity, knife, jail, male pubic hair, pubic hair, place name in title, address as title, male rear nudity, male frontal nudity, france, male police officer shot, female police officer, suspended police officer, true crime, corrupt cop, inspired by a true story, slow motion scene, tragic event, nightclub, shootout, retirement party, intimidation, hostage, headless corpse, father daughter relationship, falling from height, exploding truck, dancing on table, comeuppance, cold blooded murder, cigarette smoking, burned body, bulletproof vest, quai des orfevres, local blockbuster, shot in the forehead"
3703,Cargo 200,2007,89,7.1,10847,,,"['Crime', ' Drama', ' Thriller']",,['Aleksey Balabanov'],"['Agniya Kuznetsova', 'Aleksey Poluyan', 'Leonid Gromov', 'Aleksey Serebryakov']","['A', 'young', 'woman', 'is', 'taken', 'hostage', 'by', 'a', 'police', 'officer', 'gone', 'mad.']",,"brutality, corpse, dead body, drink, drunkenness, homicide, insanity, psychopath, rape victim, sadist, sexual abuse, sexual torture, sociopath, vodka, death, perversion, sexual perversion, alcoholic, atheist, car trouble, drinking together, heavy drinking, cold blooded murder, false accusation of murder, female hostage, human monster, car repair, mad cop, policeman uniform, dead soldier, year 1984, female nudity, sadism, rape, murder, kidnapping, soviet military, soviet afghanistan war, alcohol, alcohol abuse, anguish, beating, bottle, bus ride, dead man, decomposing corpse, desperation, drinking, gun, handcuffed to a bed"
3704,The Connection,2014,135,7.1,11963,67,,"['Action', ' Crime', ' Thriller']",R,['Cédric Jimenez'],"['Jean Dujardin', 'Gilles Lellouche', 'Céline Sallette', 'Mélanie Doutey']","['A', 'French', 'police', 'magistrate', 'spends', 'years', 'trying', 'to', 'take', 'down', 'one', 'of', 'the', ""country's"", 'most', 'powerful', 'drug', 'rings.']",,"based on true story, triggerman, criminal investigation, heroin, smuggling, drug lord, new york city, drug smuggling, car chase, bagman, ankle holster, fingerman, firearm, frenchman abroad, razzia, escape, hidden drugs, bag of heroin, police car chase, street life, heroin trafficking, heroin smuggling, drug trafficker, drug kingpin, mobster, drug gang, drug trafficking, drug smuggler, illegal substance, nypd new york police department, drug crime, illegal activities, drugs, chase, pursuit, street, detective, police procedural, drug trade, organized crime, gangster, crime boss, assassination attempt, tough cop, career criminal, foot chase, subway station, pork pie hat, narcotics cop, following someone"
3705,Ferpect Crime,2004,105,7.1,12794,68,,"['Comedy', ' Crime', ' Thriller']",Not Rated,['Álex de la Iglesia'],"['Guillermo Toledo', 'Mónica Cervera', 'Enrique Villén', 'Luis Varela']","['An', 'ambitious', 'salesman', 'will', 'do', 'anything', 'for', 'that', 'big', 'promotion', ""he's"", 'been', 'chasing,', 'but', 'inevitably,', 'he', 'will', 'learn', 'that', 'there', 'is', 'no', 'such', 'thing', 'as', 'the', 'perfect', 'crime.']",,"shopping, dysfunctional family, sex scene, loud sex, chauvinist, criminal, dysfunctional relationship, two word title, blind man, salesman as protagonist, slapped in the face, lecture, lecturer, told in flashback, flashback, framed photograph, sleeping nude, reference to asterix, female frontal nudity, reference to obelix, coworker coworker relationship, shower, taking a shower, man in a shower, barefoot female, camera shot of feet, camera shot of bare feet, camera shot of a man's bare feet, rear nudity, colleague colleague relationship, mall, star appears nude, male star appears nude, shopping mall, narrated by character, ambition, ambitious man, shopping center, shop assistant, fish tank, antihero, shopping cart, escalator, outcast, social outcast, lion, predatory behavior, slow motion scene, sitting in a shopping cart, woman in a shopping cart"
3706,Fanaa,2006,168,7.1,34261,,2100000,"['Action', ' Drama', ' Romance']",Not Rated,['Kunal Kohli'],"['Aamir Khan', 'Kajol', 'Rishi Kapoor', 'Tabu']","['A', 'sweet', 'blind', 'girl', 'Zooni', 'meets', 'a', 'flirty', 'Rehan.', 'She', 'ignores', 'her', ""friends'"", 'warnings.', ""It's"", 'her', 'time', 'to', 'discover', 'life.', 'Is', 'she', 'making', 'the', 'right', 'love', 'choice?']",,"kashmir, tour guide, republic day, tragic love, long lost love, absent father, dark hero, resistance fighter, delhi india, terrorism, eye surgery, blind girl, character repeats someone else's dialogue, love, troupe, secret, terrorist, saluting the flag, shower, indian flag, father son hug, india gate, dance rehearsal, mosque, atheist, girlfriend, knitting, wool, identification of body, mortuary, nightmare, terrorist organization, terrorist plot, terror attack, loss of father, corpse, ice, little boy, tongue twister, grenade, patriotism, poisoned coffee, mission, coffee, electronic trigger, scuffle, grave, intelligence agent, 7 years later, stabbed in the chest"
3707,Time,2006,97,7.1,12703,73,10000,"['Drama', ' Mystery', ' Romance']",Not Rated,['Kim Ki-duk'],"['Ha Jung-woo', 'Ji-Yeon Park', 'Jun-yeong Jang', 'Gyu-Woon Jung']","['To', 'save', 'her', 'relationship,', 'a', 'woman', 'puts', 'herself', 'through', 'extensive', 'plastic', 'surgery.']",,"lesbian, magic, reincarnation, magician, power, lgbt, adaptation, based on novel, high fantasy, quest, villain, supernatural drama, based on bestselling book series, journey, good versus evil, village, warrior, sword and sorcery fantasy, friendship, town, exploration, sword, lgbtqi, lesbian protagonist, based on book, hero journey, medieval society, chosen one, based on book series, hero, spell, epic adventure, epic fantasy, epic action, premarital sex"
3708,Go for It,1983,107,7.1,10618,,,"['Action', ' Adventure', ' Comedy']",TV-PG,['Enzo Barboni'],"['Terence Hill', 'Bud Spencer', 'Buffy Dee', 'David Huddleston']","['Two', 'men', 'meet', 'in', 'a', 'strange', 'situation', 'and', 'end', 'up', 'being', 'mistaken', 'first', 'for', 'robbers,', 'then', 'for', 'Secret', 'Service', 'agents.']",,"stealing a truck, fistfight, beating, ventriloquist, spy spoof, woman slaps a man, policeman, butterfly knife, asian martial arts, sex in a car, road, cia central intelligence agency, overweight man, parody comedy, truck, bar fight, burger bar, roller skates, truck driver, thug, kicking, punched in the face, countdown, u boat, evil man, amazon river, toilet, pantyhose, spandex disco jeans, spoof, gangster woman, beach, hit in the face, slapped in the face, brawl, spy, odd couple, mistaken identity, miami florida, toilet paper, independent film, erotica, james bond spoof, eurospy"
3709,The Aura,2005,134,7.1,14457,78,60000,"['Crime', ' Drama', ' Thriller']",Not Rated,['Fabián Bielinsky'],"['Ricardo Darín', 'Manuel Rodal', 'Dolores Fonzi', 'Mariana Malamud']","['A', 'deluded', 'taxidermist', 'plans', 'the', 'perfect', 'crime.']",,"taxidermist, hunting trip, hunting, casino, robbery, heist, epilepsy, shot in the head, murder, betrayal, shootout, armored truck, deer hunting, epileptic seizure, accidental killing, accidental death, accidental shooting, patagonia, argentina, neo noir, armored car robbery, taxidermy"
3710,Raajneeti,2010,163,7.1,18479,,1440000,"['Crime', ' Drama', ' Thriller']",Not Rated,['Prakash Jha'],"['Ajay Devgn', 'Ranbir Kapoor', 'Nana Patekar', 'Katrina Kaif']","['Samar,', 'the', 'son', 'of', 'a', 'political', 'family,', 'has', 'chosen', 'to', 'go', 'to', 'the', 'USA', 'to', 'live', 'with', 'his', 'girlfriend.', 'However,', 'the', 'death', 'of', 'his', 'father', 'makes', 'him', 'put', 'his', 'plans', 'on', 'hold', 'and', 'enter', 'the', 'dirty', 'world', 'of', 'politics.']",,"man wears eyeglasses, political advisor, illegitimate son, false accusation of rape, dysfunctional family, politics, violence, cremation, speech, political party, political candidate, premarital sex, manipulation, casteism, election, ensemble cast, one word title, title spoken by character, exploding car, man and woman in shower, sex standing up, baseball bat, sex scene, pregnancy, man uses a wheelchair, gay, police, murder, gun, closeted homosexual, funeral, funeral pyre, hindu wedding, death of expectant mother, death of loved one, death of husband, death of brother, love, indian politics, adopted son, sexual favor, corrupt cop, bait, brassiere, undressing, prison, wedding, marriage proposal, loss of loved one, blood"
3711,The Gendarme of Saint-Tropez,1964,90,7.1,13412,,,"['Comedy', ' Crime']",,['Jean Girault'],"['Louis de Funès', 'Geneviève Grad', 'Michel Galabru', 'Christian Marin']","['Gendarme', 'Ludovic', 'Cruchot', 'is', 're-assigned', 'to', 'the', 'French', 'Riviera', 'seaside', 'resort', 'town', 'of', 'Saint-Tropez', 'where', 'petty', 'criminals', 'and', 'his', 'own', 'daughter', 'give', 'him', 'a', 'hard', 'time.']",,"policeman, police, southern france, seaside, cote d'azur, riviera, mediterranean sea, provence, gendarme, investigation, nudist, occupation in title, french riviera, black and white prologue, citroen 2cv, pretending to be rich, stolen painting, binocular view, red convertible, caught in a lie, reference to rembrandt, petanque, local blockbuster, local policeman, gendarmerie, france, saint tropez france, male police officer, police officer, french national gendarmerie, yacht, water, famous theme, uniform, police precinct, police car, place name in title, song, cult film, 1960s, tractor, tire change, hitchhiker, gas station, flat tire, father daughter relationship, bowling, binoculars, beach, backgammon"
